latent_ram_df_0,latent_ram_df_1,latent_ram_df_2,latent_ram_df_3,latent_ram_df_4,latent_ram_df_5,latent_ram_df_6,latent_ram_df_7,latent_ram_df_8,latent_ram_df_9,latent_ram_df_10,latent_ram_df_11,latent_ram_df_12,latent_ram_df_13,latent_ram_df_14,latent_ram_df_15,latent_ram_df_16,latent_ram_df_17,latent_ram_df_18,latent_ram_df_19,latent_ram_df_20,latent_ram_df_21,latent_ram_df_22,latent_ram_df_23,latent_ram_df_24,latent_ram_df_25,latent_ram_df_26,latent_ram_df_27,latent_ram_df_28,latent_ram_df_29,latent_ram_df_30,latent_ram_df_31
0.3483261,0.0,1.0810161,0.0,0.47227913,0.0,0.0,0.0,0.9941476,0.8635029,0.0,0.5223522,0.05735272,0.0,0.0,0.0,0.0,0.0,0.47163653,0.0,0.16898207,0.0,0.0,1.3103262,0.0013264157,0.0,0.19972575,0.0,0.0,0.37733123,0.0,0.03503537
0.38255402,0.0,1.0360816,0.0,0.48120463,0.0,0.0,0.0,1.0363176,0.8501649,0.0,0.48726326,0.09813983,0.0,0.0,0.0,0.0,0.0,0.4456784,0.0,0.14446656,0.0,0.0,1.3417503,0.0,0.0,0.18215713,0.0,0.0,0.41183063,0.0,0.028321221
0.3866614,0.0,1.0306895,0.0,0.48227572,0.0,0.0,0.0,1.041378,0.8485643,0.00079730526,0.4830526,0.103034265,0.0,0.0,0.0,0.0,0.0,0.44256347,0.0,0.14152469,0.0,0.0,1.3455212,0.0,0.0,0.18004888,0.0,0.0,0.4159706,0.0,0.027515516
0.6362333,0.0,0.8343778,0.0,0.5347642,0.5183292,0.0,0.0,0.68578607,0.64425874,0.0,0.31927353,0.16447872,0.0,0.0,0.0,0.2632333,0.039040297,0.7549676,0.0,0.5536158,0.0,0.0,0.8494621,0.29747176,0.0,0.38691694,0.0,0.0,0.29545227,0.0,0.0
0.67990816,0.0,0.77704144,0.0,0.5461531,0.5086197,0.0,0.0,0.739595,0.6272394,0.0062967874,0.2745,0.21652305,0.0,0.0,0.0,0.20335978,0.08143997,0.72184503,0.0,0.522334,0.051884964,0.0,0.88955927,0.28744394,0.0,0.36449933,0.0,0.0,0.33947352,0.0,0.0
0.7161385,0.16179642,0.45914602,0.14378649,0.45841885,0.25363535,0.0,0.0,0.36292645,0.8987651,0.013010625,0.38751143,0.0,0.0,0.0,0.0,0.615131,0.0,0.98671204,0.0,0.67350215,0.0,0.0,0.88399816,0.0,0.0,0.0,0.0,0.0,0.0,0.019640796,0.23409829
0.735005,0.13097763,0.43437815,0.1442827,0.4633386,0.24944109,0.0,0.0,0.38617054,0.8914132,0.026313368,0.3681704,0.0,0.0,0.0,0.0,0.58926713,0.0,0.97240394,0.0,0.6599892,0.0,0.0,0.9013191,0.0,0.0,0.0,0.0,0.0,0.0,0.009457521,0.23039743
0.7626885,0.08575588,0.39803523,0.1450108,0.47055757,0.24328667,0.0,0.0,0.42027763,0.88062537,0.045833055,0.33979052,0.0,0.0,0.0,0.0,0.5513161,0.0,0.95140904,0.0,0.64016104,0.0,0.0,0.9267349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22496703
0.51332057,0.122046165,0.6424487,0.389449,0.50921154,0.0,0.0,0.0,0.5171783,1.0645697,0.0674558,0.5230501,0.0,0.0,0.40608597,0.0,0.39036405,0.0,0.6527377,0.0,0.3004117,0.0,0.0,1.3835437,0.0,0.28130537,0.0,0.0,0.0,0.0,0.0,0.29717997
0.55713236,0.050478578,0.5849326,0.3906013,0.5206362,0.0,0.0,0.0,0.5711559,1.0474969,0.09834747,0.4781363,0.0,0.0,0.45333648,0.0,0.3303029,0.0,0.6195113,0.0,0.26903182,0.0,0.0,1.4237664,0.0,0.3008143,0.0,0.0,0.0,0.0,0.0,0.28858584
1.6127383,0.0099022165,0.15065691,0.2887692,0.6234846,1.2831141,0.0,1.0147675,0.17529707,0.77273077,0.06714292,0.0,0.086963266,0.0,0.0,0.0,0.9592269,0.6107367,0.84700966,0.0,0.9979053,0.58935356,0.0,0.0,0.3677859,0.038171448,0.027741417,0.0,0.32580423,0.0,0.15644011,0.035259284
1.6154765,0.0054292455,0.14706215,0.28884122,0.6241986,1.2825054,0.0,1.0195601,0.17867069,0.7716637,0.06907363,0.0,0.0902262,0.0,0.0,0.0,0.955473,0.613395,0.84493303,0.0,0.9959441,0.595807,0.0,0.0,0.3671572,0.03939072,0.02633591,0.0,0.32678086,0.0,0.15496212,0.034722157
1.650389,0.0,0.10122904,0.28975943,0.6333027,1.2747438,0.0,1.0806668,0.2216841,0.75805897,0.09369047,0.0,0.13182905,0.0,0.0,0.0,0.9076118,0.6472882,0.81845576,0.0,0.97093827,0.67808795,0.0,0.0,0.35914123,0.054936923,0.0084159225,0.0,0.3392325,0.0,0.13611788,0.027873702
1.1527817,0.25820863,0.60735846,0.529396,0.61834127,0.6423948,0.0,0.44318074,0.0,0.8861525,0.0,0.19753653,0.0,0.0,0.0,0.0,1.008249,0.04912521,0.76241326,0.0,0.82899433,0.054359004,0.0,0.2286138,0.41885266,0.30164286,0.04269726,0.0,0.059868094,0.0,0.22475159,0.041964807
1.1774259,0.21795185,0.57500565,0.53004414,0.62476766,0.6369161,0.0,0.48631483,0.012407556,0.8765491,0.0,0.1722725,0.0,0.0,0.0,0.0,0.9744646,0.0730498,0.74372345,0.0,0.8113432,0.11243963,0.0,0.25123915,0.41319436,0.31261665,0.030047812,0.0,0.0686575,0.0,0.21144974,0.03713063
0.9167061,0.0,0.5610726,0.6419067,0.4542076,0.0,0.0,0.55177855,1.0216054,0.9501828,0.0,0.059137613,0.39358926,0.12743442,0.07586487,0.0,0.0,0.15242305,0.25926822,0.0,0.044382036,0.5504,0.003059905,1.2678114,0.0,0.48712775,0.0,0.0,0.0,0.34569892,0.0,0.11698482
0.9180752,0.0,0.55927515,0.6419427,0.45456463,0.0,0.0,0.5541749,1.0232922,0.9496493,0.0,0.057734042,0.39522076,0.12894069,0.07734139,0.0,0.0,0.15375221,0.25822988,0.0,0.04340142,0.5536268,0.004458856,1.2690684,0.0,0.4877374,0.0,0.0,0.0,0.3470789,0.0,0.11671624
0.96462524,0.0,0.49816427,0.643167,0.46670336,0.0,0.0,0.6356504,1.0806434,0.93150955,0.0,0.010013133,0.45069122,0.18015246,0.12754507,0.0,0.0,0.19894311,0.22292687,0.0,0.01006031,0.6633346,0.05202235,1.3118051,0.0,0.50846565,0.0,0.0,0.0,0.39399806,0.0,0.10758499
0.85509574,0.0,0.64195454,0.64028627,0.43814164,0.0,0.0,0.4439432,0.9456994,0.97419125,0.0,0.122297674,0.3201725,0.059654117,0.0094188005,0.0,0.05215439,0.09261161,0.30599284,0.0,0.08850998,0.40519843,0.0,1.211248,0.0,0.4596933,0.0,0.0,0.0,0.28359994,0.0,0.12907031
0.85509574,0.0,0.64195454,0.64028627,0.43814164,0.0,0.0,0.4439432,0.9456994,0.97419125,0.0,0.122297674,0.3201725,0.059654117,0.0094188005,0.0,0.05215439,0.09261161,0.30599284,0.0,0.08850998,0.40519843,0.0,1.211248,0.0,0.4596933,0.0,0.0,0.0,0.28359994,0.0,0.12907031
0.9167061,0.0,0.5610726,0.6419067,0.4542076,0.0,0.0,0.55177855,1.0216054,0.9501828,0.0,0.059137613,0.39358926,0.12743442,0.07586487,0.0,0.0,0.15242305,0.25926822,0.0,0.044382036,0.5504,0.003059905,1.2678114,0.0,0.48712775,0.0,0.0,0.0,0.34569892,0.0,0.11698482
0.9180752,0.0,0.55927515,0.6419427,0.45456463,0.0,0.0,0.5541749,1.0232922,0.9496493,0.0,0.057734042,0.39522076,0.12894069,0.07734139,0.0,0.0,0.15375221,0.25822988,0.0,0.04340142,0.5536268,0.004458856,1.2690684,0.0,0.4877374,0.0,0.0,0.0,0.3470789,0.0,0.11671624
1.039124,0.04602451,0.57900214,0.3754797,0.42742664,0.6975063,0.0,0.24202153,0.35004088,0.794612,0.0,0.09013218,0.19323072,0.0,0.0,0.0,0.6968106,0.34508967,0.8547939,0.0,0.7555768,0.06802164,0.0,0.3522514,0.19514725,0.0,0.103197224,0.0,0.0,0.0,0.17756796,0.035780676
1.133689,0.0,0.4548573,0.37796682,0.4520861,0.67648315,0.0,0.4075367,0.4665481,0.75776166,0.0,0.0,0.3059173,0.0,0.0,0.0,0.56717235,0.4368936,0.7830769,0.0,0.6878453,0.29088995,0.0,0.43906993,0.173435,0.0,0.054658607,0.0,0.0,0.049319394,0.12652588,0.017230786
1.3362226,0.0,0.18897116,0.38329366,0.5049003,0.6314572,0.0,0.7620271,0.7160763,0.67883784,0.0,0.0,0.5472628,0.0,0.0,0.0,0.28952086,0.6335138,0.6294775,0.0,0.54278207,0.76821613,0.0,0.62501264,0.126933,0.08818666,0.0,0.0,0.0,0.2534593,0.017207168,0.0
0.98520255,0.0,0.4703541,0.5853103,0.45008725,0.0,0.0,0.55548215,1.0014354,0.85770357,0.0,0.0,0.5026076,0.057781726,0.0,0.0,0.0,0.2823932,0.33720312,0.0,0.12302342,0.62250364,0.022057187,1.1936535,0.0,0.38134933,0.0,0.0,0.0,0.3786491,0.0,0.06635048
0.8303032,0.0,0.64710784,0.60465723,0.42118573,0.0,0.0,0.28502768,0.83842874,0.8838465,0.0,0.07267785,0.39115053,0.0,0.0,0.0,0.112110674,0.1344851,0.42423007,0.0,0.1922018,0.3223684,0.0,1.136001,0.0,0.34653923,0.0,0.0,0.0,0.27762982,0.011742823,0.06943218
0.8303032,0.0,0.64710784,0.60465723,0.42118573,0.0,0.0,0.28502768,0.83842874,0.8838465,0.0,0.07267785,0.39115053,0.0,0.0,0.0,0.112110674,0.1344851,0.42423007,0.0,0.1922018,0.3223684,0.0,1.136001,0.0,0.34653923,0.0,0.0,0.0,0.27762982,0.011742823,0.06943218
0.87137675,0.0,0.5931865,0.6057375,0.43189633,0.0,0.0,0.3569178,0.88903266,0.8678409,0.0,0.030571163,0.440095,0.0,0.0,0.0,0.055803355,0.17435938,0.39308035,0.0,0.16278318,0.41916946,0.0,1.17371,0.0,0.36482882,0.0,0.0,0.0,0.31902912,0.0,0.06137518
0.9877517,0.0,0.4404094,0.60879827,0.46224314,0.0,0.0,0.5606067,1.0324106,0.8224916,0.0,0.0,0.57877123,0.09770113,0.030160323,0.0,0.0,0.2873366,0.30482274,0.0,0.07943037,0.69343925,0.062216472,1.2805519,0.0,0.41664943,0.0,0.0,0.0,0.43632713,0.0,0.03854703
0.98912084,0.0,0.438612,0.60883427,0.46260017,0.0,0.0,0.56300306,1.0340974,0.82195807,0.0,0.0,0.58040273,0.09920737,0.03163691,0.0,0.0,0.28866574,0.30378443,0.0,0.078449756,0.6966659,0.06361543,1.2818089,0.0,0.4172591,0.0,0.0,0.0,0.4377071,0.0,0.038278468
0.9431751,0.0,0.4730255,0.6303542,0.46170247,0.0,0.0,0.4832731,1.0044568,0.80663574,0.0,0.0,0.5966958,0.08473186,0.039508536,0.0,0.0,0.2464974,0.30903256,0.0,0.070834875,0.6514956,0.0531768,1.3215667,0.0,0.42999655,0.0,0.0,0.0,0.44483402,0.0,0.020786189
0.988356,0.0,0.413712,0.63154256,0.47348422,0.0,0.0,0.5623523,1.060121,0.78902954,0.0,0.0,0.65053475,0.13443743,0.08823557,0.0,0.0,0.29035917,0.27476785,0.0,0.03847441,0.7579768,0.09934133,1.3630465,0.0,0.4501151,0.0,0.0,0.0,0.49037322,0.0,0.011923499
1.0434765,0.0,0.3826872,0.33654392,0.85368204,0.55306894,0.0,0.6315944,0.8908337,0.7515542,0.0,0.0,0.12283836,0.0,0.1287194,0.0,0.020043306,0.24709707,0.31495005,0.0,0.16748793,0.23928739,0.0,0.8415214,0.36387557,0.0,0.0,0.0,0.0,0.053936295,0.10146684,0.0
1.0434765,0.0,0.3826872,0.33654392,0.85368204,0.55306894,0.0,0.6315944,0.8908337,0.7515542,0.0,0.0,0.12283836,0.0,0.1287194,0.0,0.020043306,0.24709707,0.31495005,0.0,0.16748793,0.23928739,0.0,0.8415214,0.36387557,0.0,0.0,0.0,0.0,0.053936295,0.10146684,0.0
0.91395825,0.0,0.48422515,0.26858342,0.74064195,0.5381815,0.0,0.46179092,1.0153888,0.79353726,0.0,0.0,0.110992484,0.0,0.0,0.0,0.0,0.29123157,0.37462804,0.0,0.15169258,0.069773,0.0,0.837976,0.21827596,0.0,0.0,0.0,0.0,0.056967072,0.10855719,0.0
1.0476527,0.0,0.30871117,0.2720997,0.7755051,0.5084594,0.0,0.6957935,1.1801049,0.74143887,0.0,0.0,0.2703069,0.0,0.10573776,0.0,0.0,0.42102236,0.27323565,0.0,0.05593495,0.38486046,0.0,0.9607185,0.18757954,0.0,0.0,0.0,0.0,0.19172177,0.036394842,0.0
0.7818958,0.0,0.5738437,0.45770895,0.7879034,0.0,0.0,0.4647975,1.152254,0.86598223,0.0,0.0,0.13486736,0.0,0.37430727,0.0,0.0,0.043744296,0.116875276,0.0,0.0,0.14648075,0.0,1.2654375,0.1512739,0.0,0.0,0.0,0.0,0.17473379,0.040977202,0.0
0.7818958,0.0,0.5738437,0.45770895,0.7879034,0.0,0.0,0.4647975,1.152254,0.86598223,0.0,0.0,0.13486736,0.0,0.37430727,0.0,0.0,0.043744296,0.116875276,0.0,0.0,0.14648075,0.0,1.2654375,0.1512739,0.0,0.0,0.0,0.0,0.17473379,0.040977202,0.0
0.7806162,1.1982172,0.37640023,0.10439004,0.46139905,2.3513348,0.0,0.0,0.0,0.5756805,0.6001255,0.78062856,0.0,0.0,0.0,0.6229187,1.2877861,0.0,0.5582878,0.50026566,1.2975444,0.14715223,0.0,0.0,1.1268941,0.56433195,1.229588,0.19587225,0.5080229,0.0,0.07062549,0.0
0.7806162,1.1982172,0.37640023,0.10439004,0.46139905,2.3513348,0.0,0.0,0.0,0.5756805,0.6001255,0.78062856,0.0,0.0,0.0,0.6229187,1.2877861,0.0,0.5582878,0.50026566,1.2975444,0.14715223,0.0,0.0,1.1268941,0.56433195,1.229588,0.19587225,0.5080229,0.0,0.07062549,0.0
0.7046653,0.0,0.48586148,0.04883955,0.57304466,0.0,0.09713264,0.80528575,1.5028685,0.88341844,0.013594944,0.0,0.32860315,0.0,0.9360397,0.0,0.0,0.38117877,0.12183713,0.0,0.001269728,0.359189,0.21624538,1.5788981,0.0,0.15699992,0.0,0.0,0.0,0.22416249,0.160223,0.0
0.7046653,0.0,0.48586148,0.04883955,0.57304466,0.0,0.09713264,0.80528575,1.5028685,0.88341844,0.013594944,0.0,0.32860315,0.0,0.9360397,0.0,0.0,0.38117877,0.12183713,0.0,0.001269728,0.359189,0.21624538,1.5788981,0.0,0.15699992,0.0,0.0,0.0,0.22416249,0.160223,0.0
0.7060345,0.0,0.4840641,0.04887555,0.5734017,0.0,0.09748249,0.80768216,1.5045553,0.8828849,0.014560301,0.0,0.33023465,0.0,0.93751633,0.0,0.0,0.3825079,0.12079882,0.0,0.00028911233,0.36241576,0.21764433,1.580155,0.0,0.15760958,0.0,0.0,0.0,0.22554246,0.159484,0.0
0.7046653,0.0,0.48586148,0.04883955,0.57304466,0.0,0.09713264,0.80528575,1.5028685,0.88341844,0.013594944,0.0,0.32860315,0.0,0.9360397,0.0,0.0,0.38117877,0.12183713,0.0,0.001269728,0.359189,0.21624538,1.5788981,0.0,0.15699992,0.0,0.0,0.0,0.22416249,0.160223,0.0
0.70466536,0.0,0.48586148,0.04883955,0.5730447,0.0,0.09713264,0.8052857,1.5028685,0.8834184,0.01359494,0.0,0.32860315,0.0,0.9360396,0.0,0.0,0.38117877,0.12183717,0.0,0.001269728,0.35918906,0.21624538,1.5788981,0.0,0.15699989,0.0,0.0,0.0,0.22416249,0.16022298,0.0
0.7060345,0.0,0.4840641,0.04887555,0.57340163,0.0,0.09748249,0.80768216,1.5045553,0.88288486,0.014560297,0.0,0.33023465,0.0,0.9375163,0.0,0.0,0.3825079,0.12079884,0.0,0.00028908253,0.36241582,0.21764433,1.580155,0.0,0.15760955,0.0,0.0,0.0,0.22554246,0.159484,0.0
0.64838314,0.0,0.53235453,0.01238225,0.54787725,0.0,0.14140828,0.5912544,1.3568014,0.80534464,0.0,0.0,0.36205703,0.0,0.7530135,0.0,0.05243013,0.3924819,0.26395586,0.0,0.1275158,0.20214489,0.14530185,1.4747409,0.00885104,0.029823786,0.0,0.0,0.0,0.1864529,0.21645194,0.0
0.7264228,0.0,0.42990395,0.014434766,0.56822747,0.0,0.16134988,0.7278458,1.4529489,0.77493393,0.0,0.0,0.45505166,0.0,0.83717847,0.0,0.0,0.4682431,0.2047714,0.0,0.071620405,0.38606694,0.22504061,1.5463878,0.0,0.06457407,0.0,0.0,0.0,0.26511154,0.17432952,0.0
0.7264228,0.0,0.42990395,0.014434766,0.56822747,0.0,0.16134988,0.7278458,1.4529489,0.77493393,0.0,0.0,0.45505166,0.0,0.83717847,0.0,0.0,0.4682431,0.2047714,0.0,0.071620405,0.38606694,0.22504061,1.5463878,0.0,0.06457407,0.0,0.0,0.0,0.26511154,0.17432952,0.0
0.3594188,0.0046058893,0.8858026,0.027510624,0.48360825,0.0,0.08374491,0.08617425,1.027754,0.88472235,0.0,0.21427143,0.08876169,0.0,0.49879277,0.0,0.3823603,0.11439052,0.4535066,0.0,0.29396117,0.0,0.0,1.2913876,0.090982154,0.0,0.0,0.0,0.0,0.0,0.35618666,0.0
0.70238286,0.0,0.43555945,0.036530893,0.5730421,0.0,0.17138298,0.6864572,1.450297,0.7510753,0.0,0.0,0.49744847,0.0,0.86867535,0.0,0.0,0.44734105,0.19340633,0.0,0.048315614,0.3925238,0.23698482,1.6062571,0.01223715,0.08706597,0.0,0.0,0.0,0.29431805,0.1710698,0.0
0.70238286,0.0,0.43555945,0.036530893,0.5730421,0.0,0.17138298,0.6864572,1.450297,0.7510753,0.0,0.0,0.49744847,0.0,0.86867535,0.0,0.0,0.44734105,0.19340633,0.0,0.048315614,0.3925238,0.23698482,1.6062571,0.01223715,0.08706597,0.0,0.0,0.0,0.29431805,0.1710698,0.0
1.5190624,0.0,0.0,0.0,1.1700432,0.8206383,0.0,0.94034654,0.30956823,0.3280133,0.42762265,0.0,0.31679064,0.0,0.0,0.0,0.5834968,0.43456918,0.6735964,0.0,0.5761935,0.7118503,0.04947764,0.0,0.29613042,0.0,0.011353523,0.0,0.002212599,0.08485619,0.35630375,0.0
1.5190624,0.0,0.0,0.0,1.1700432,0.8206383,0.0,0.94034654,0.30956823,0.3280133,0.42762265,0.0,0.31679064,0.0,0.0,0.0,0.5834968,0.43456918,0.6735964,0.0,0.5761935,0.7118503,0.04947764,0.0,0.29613042,0.0,0.011353523,0.0,0.002212599,0.08485619,0.35630375,0.0
0.89322895,0.01972641,0.86967206,0.0,0.80692434,0.53906596,0.0,0.23505472,0.1791686,0.91887045,0.31553173,0.5985785,0.0,0.0,0.0,0.0,0.83990455,0.0,0.6081438,0.0,0.70712763,0.0,0.0,0.46756178,0.5093774,0.10122853,0.22485086,0.0,0.04376789,0.0,0.06904978,0.027751029
0.5586965,0.046071693,1.1040906,0.0,0.5927013,0.37819627,0.0,0.0,0.4091704,0.94298553,0.07065353,0.6944259,0.0,0.0,0.0,0.036376823,0.6649755,0.0,0.706004,0.0,0.6199535,0.0,0.0,0.61525565,0.27858102,0.0,0.29903823,0.0,0.0,0.0,0.08092231,0.07319162
0.5929244,0.0,1.0591562,0.0,0.6016269,0.3705869,0.0,0.0,0.45134032,0.9296475,0.09478766,0.659337,0.0,0.0,0.0,0.00012510642,0.61805284,0.0,0.6800459,0.0,0.595438,0.0,0.0,0.64667976,0.27072224,0.0,0.2814696,0.0,0.0,0.0,0.062447555,0.066477455
0.6134612,0.0,1.0321954,0.0,0.6069822,0.3660213,0.0,0.0,0.4766423,0.9216447,0.10926813,0.6382836,0.0,0.0,0.0,0.0,0.58989906,0.0,0.66447103,0.0,0.5807287,0.0,0.0,0.6655342,0.26600695,0.0,0.27092844,0.0,0.0,0.0023183897,0.05136273,0.062448956
0.784601,0.0,0.8075232,0.0,0.6516099,0.32797462,0.0,0.15949485,0.68749225,0.85495454,0.22993876,0.46283907,0.0,0.0,0.0,0.0,0.35528517,0.0,0.5346805,0.0,0.4581511,0.09959884,0.0,0.8226547,0.22671305,0.0,0.18308523,0.0,0.0,0.17481545,0.0,0.028878152
0.3704759,0.0,1.172342,0.008800935,0.55754375,0.0,0.0,0.0,0.78880715,0.9946078,0.06351343,0.679032,0.0,0.0,0.0,0.0,0.21832097,0.0,0.42184675,0.0,0.2137803,0.0,0.0,1.1910803,0.06542027,0.05694469,0.1442667,0.0,0.0,0.19696727,0.0,0.094504274
0.40919456,0.0,1.1215122,0.009819251,0.5676403,0.0,0.0,0.0,0.8365098,0.97951984,0.090813935,0.6393395,0.0,0.0,0.0,0.0,0.1652419,0.0,0.39248294,0.0,0.18604834,0.0,0.0,1.2266272,0.05653042,0.07418569,0.12439305,0.0,0.0,0.23599303,0.0,0.08690921
0.41330191,0.0,1.1161199,0.009927284,0.5687114,0.0,0.0,0.0,0.8415702,0.9779193,0.093710035,0.6351288,0.0,0.0,0.0,0.0,0.15961117,0.0,0.38936797,0.0,0.18310648,0.0,0.0,1.2303982,0.055587385,0.07601466,0.12228481,0.0,0.0,0.24013296,0.0,0.08610351
0.41330191,0.0,1.1161199,0.009927284,0.5687114,0.0,0.0,0.0,0.8415702,0.9779193,0.093710035,0.6351288,0.0,0.0,0.0,0.0,0.15961117,0.0,0.38936797,0.0,0.18310648,0.0,0.0,1.2303982,0.055587385,0.07601466,0.12228481,0.0,0.0,0.24013296,0.0,0.08610351
0.3384118,0.0,1.0709031,0.0,0.47914642,0.0,0.0,0.0,1.0054255,0.838108,0.0,0.49194133,0.10825283,0.0,0.0,0.0,0.0,0.0,0.45296007,0.0,0.14053558,0.0,0.0,1.3726915,0.017387334,0.0,0.20123479,0.0,0.0,0.41408953,0.0,0.013668731
0.36853242,0.0,1.0313606,0.0,0.48700094,0.0,0.0,0.0,1.042535,0.82637054,0.0,0.4610631,0.14414549,0.0,0.0,0.0,0.0,0.0,0.4301169,0.0,0.118961945,0.0,0.0,1.4003447,0.010471616,0.0,0.18577436,0.0,0.0,0.44444904,0.0,0.0077602714
0.37263975,0.0,1.0259686,0.0,0.48807198,0.0,0.0,0.0,1.0475954,0.82477,0.0,0.4568524,0.14903992,0.0,0.0,0.0,0.0,0.0,0.42700195,0.0,0.11602007,0.0,0.0,1.4041156,0.009528551,0.0,0.18366614,0.0,0.0,0.448589,0.0,0.0069545656
0.9658269,0.16897033,0.83637786,0.0,0.7527938,1.0729342,0.0,0.12880963,0.0,0.84232354,0.23646544,0.58615583,0.0,0.0,0.0,0.22021021,1.0946803,0.0,0.8864991,0.0,1.0127261,0.0,0.0,0.0517381,0.6028172,0.0,0.3893532,0.0,0.057037316,0.0,0.1552524,0.0056967884
1.022399,0.076558664,0.76211023,0.0,0.76754594,1.0603575,0.0,0.22782634,0.06049551,0.8202784,0.27635434,0.52816087,0.0,0.0,0.0,0.16029333,1.0171263,0.0,0.8435955,0.0,0.9722068,0.0,0.0,0.10367592,0.5898282,0.0,0.36031574,0.0,0.077213906,0.0,0.12471733,0.0
1.0315447,0.06161894,0.7501037,0.0,0.76993084,1.0583242,0.0,0.24383388,0.07176335,0.8167145,0.282803,0.5187851,0.0,0.0,0.0,0.15060689,1.0045885,0.0,0.8366595,0.0,0.9656563,0.0,0.0,0.11207242,0.5877283,0.0,0.3556214,0.0,0.08047574,0.0,0.119780906,0.0
1.0726182,0.0,0.6961824,0.0,0.78064144,1.049193,0.0,0.31572407,0.12236734,0.8007089,0.31176394,0.47667843,0.0,0.0,0.0,0.10710482,0.94828117,0.0,0.8055098,0.0,0.93623763,0.0032598507,0.0,0.1497813,0.5782978,0.0,0.33453903,0.0,0.09512477,0.0,0.0976112,0.0
1.0726182,0.0,0.6961824,0.0,0.78064144,1.049193,0.0,0.31572407,0.12236734,0.8007089,0.31176394,0.47667843,0.0,0.0,0.0,0.10710482,0.94828117,0.0,0.8055098,0.0,0.93623763,0.0032598507,0.0,0.1497813,0.5782978,0.0,0.33453903,0.0,0.09512477,0.0,0.0976112,0.0
1.5211092,0.0,0.18583062,0.3650576,0.6413273,1.1105183,0.0,0.8545449,0.15802222,0.6943651,0.0,0.0,0.21981421,0.0,0.0,0.0,0.85761184,0.5282196,0.8164905,0.0,0.92277867,0.58670425,0.0,0.084294386,0.44439253,0.110242285,0.055406526,0.0,0.17861049,0.0,0.15133241,0.0
1.5211092,0.0,0.18583062,0.3650576,0.6413273,1.1105183,0.0,0.8545449,0.15802222,0.6943651,0.0,0.0,0.21981421,0.0,0.0,0.0,0.85761184,0.5282196,0.8164905,0.0,0.92277867,0.58670425,0.0,0.084294386,0.44439253,0.110242285,0.055406526,0.0,0.17861049,0.0,0.15133241,0.0
1.5279548,0.0,0.17684373,0.36523765,0.64311236,1.1089965,0.0,0.86652654,0.16645622,0.6916975,0.0,0.0,0.22797158,0.0,0.0,0.0,0.8482272,0.5348654,0.81129885,0.0,0.9178756,0.60283774,0.0,0.09057919,0.44282076,0.113290586,0.051892802,0.0,0.18105201,0.0,0.14763746,0.0
1.5628673,0.0,0.13101062,0.3661559,0.65221643,1.1012349,0.0,0.9276332,0.20946962,0.67809266,0.020056088,0.0,0.26957443,0.0,0.0,0.0,0.800366,0.5687585,0.78482157,0.0,0.8928698,0.6851186,0.0,0.122631766,0.43480483,0.12883678,0.033972785,0.0,0.1935037,0.0,0.12879324,0.0
1.1389406,0.007363595,0.4758467,0.2942085,0.41875923,0.9422038,0.0,0.2999577,0.3380185,0.7271226,0.0,0.012405992,0.2601981,0.0,0.0,0.0,0.72823435,0.50289905,0.9419741,0.0,0.85728437,0.1435698,0.0,0.21443543,0.22953337,0.0,0.151865,0.0,0.0,0.0,0.18431401,0.008701168
1.1581081,0.0,0.45068336,0.29471263,0.42375755,0.9379426,0.0,0.33350652,0.36163372,0.7196533,0.0,0.0,0.28303882,0.0,0.0,0.0,0.7019576,0.521507,0.9274376,0.0,0.8435557,0.18874359,0.0,0.23203291,0.22513247,0.0,0.14202654,0.0,0.0,0.0,0.17396814,0.0049412623
0.99739414,0.20584734,0.6479398,0.40305495,0.9686532,0.7985544,0.0,0.43636793,0.19190173,0.875758,0.0,0.104197,0.0,0.0,0.0,0.0,0.71675366,0.0,0.50574404,0.0,0.5272746,0.0,0.0,0.34439152,0.6820617,0.0,0.0,0.0,0.0,0.0,0.29503343,0.0
0.9987632,0.20361087,0.64614236,0.40309095,0.9690102,0.79825,0.0,0.43876427,0.1935885,0.8752245,0.0,0.10279345,0.0,0.0,0.0,0.0,0.7148767,0.0,0.5047057,0.0,0.52629393,0.0,0.0,0.34564847,0.6817473,0.0,0.0,0.0,0.0,0.0,0.29429442,0.0
1.1326649,0.0,0.05151535,0.0,0.6095057,0.8919241,0.10449174,0.6155133,0.9501318,0.0,0.17886199,0.0,0.52390575,0.0,0.08055128,0.0,0.0,1.0429189,0.6181981,0.0,0.36258686,0.64832175,0.18634138,0.62503844,0.0,0.0,0.23378453,0.0,0.0,0.26465276,0.0,0.0
1.261362,0.0,0.0,0.0,0.64306575,0.8633129,0.13737787,0.8407692,1.108691,0.0,0.26960632,0.0,0.6772653,0.0,0.21934955,0.0,0.0,1.1678584,0.52059555,0.0,0.27040842,0.9516318,0.31784043,0.74319303,0.0,0.0,0.1677264,0.0,0.0,0.39437053,0.0,0.0
1.3010664,0.0,0.0,0.0,0.6534194,0.8544861,0.1475236,0.910263,1.1576082,0.0,0.2976019,0.0,0.72457826,0.0,0.2621703,0.0,0.0,1.2064036,0.49048415,0.0,0.24197045,1.0452062,0.35840926,0.779645,0.0,0.0,0.1473468,0.0,0.0,0.43438986,0.0,0.0
