Name,Brand,Model,Cores,Threads,Base Clock,Turbo Clock,Socket,TDP,L3 Cache,Process,Integrated Graphics,Cooler Included,Seller,Seller_Product_URL,Availability,Price
Intel Core i5-1340071st / 575,Intel,BX8071513400,10.0,16.0,2500.0,4.6,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 730,Yes,Amazon.com,https://www.amazon.com/dp/B0BQ68QB6R?tag=pangoly0b-20,In Stock,270.12
Intel Core i5-1340071st / 575,Intel,BX8071513400,10.0,16.0,2500.0,4.6,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 730,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA4REKG24555%26ignorebbr%3d1,In Stock,279.99
Intel Core i5-13400F71st / 575,Intel,BX8071513400F,10.0,16.0,4.6,4600.0,LGA1700,65.0,20.0,10 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118431%26ignorebbr%3d1,Out of Stock,134.45
Intel Core i5-13400F71st / 575,Intel,BX8071513400F,10.0,16.0,4.6,4600.0,LGA1700,65.0,20.0,10 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIC0X3KNP1119%26ignorebbr%3d1,In Stock,147.0
Intel Core i5-13400F71st / 575,Intel,BX8071513400F,10.0,16.0,4.6,4600.0,LGA1700,65.0,20.0,10 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0BQ6BRL4T?tag=pangoly0b-20,In Stock,147.05
Intel Core i5-13400F71st / 575,Intel,BX8071513400F,10.0,16.0,4.6,4600.0,LGA1700,65.0,20.0,10 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10202011&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i5-13400f-13th-gen-10-core-6-p-cores-4-e-cores-20mb-cache-2-5-to-4-6-ghz-desktop-processor-grey-black-gold%2FJXZRJ5ZZL9&intsrc=CATF_21610,Out of Stock,316.87
Intel Core i5-1350058th / 575,Intel,BX8071513500,14.0,20.0,4.8,4800.0,LGA1700,65.0,24.0,10 nm,Intel UHD Graphics 770,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1735134-REG/intel_bx8071513500_core_i5_13500_2_5_ghz.html/BI/21936/KBID/28297,Out of Stock,249.99
Intel Core i5-1350058th / 575,Intel,BX8071513500,14.0,20.0,4.8,4800.0,LGA1700,65.0,24.0,10 nm,Intel UHD Graphics 770,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118429%26ignorebbr%3d1,Out of Stock,263.0
Intel Core i5-1350058th / 575,Intel,BX8071513500,14.0,20.0,4.8,4800.0,LGA1700,65.0,24.0,10 nm,Intel UHD Graphics 770,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA0ZXJT89957%26ignorebbr%3d1,Out of Stock,278.08
Intel Core i5-1350058th / 575,Intel,BX8071513500,14.0,20.0,4.8,4800.0,LGA1700,65.0,24.0,10 nm,Intel UHD Graphics 770,Yes,Amazon.com,https://www.amazon.com/dp/B0BN5YLBRG?tag=pangoly0b-20,In Stock,281.75
Intel Core i5-1350058th / 575,Intel,BX8071513500,14.0,20.0,4.8,4800.0,LGA1700,65.0,24.0,10 nm,Intel UHD Graphics 770,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10758881&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i5-13500-13th-gen-14-cores-6-p-cores-8-e-cores-24mb-cache-2-5-to-4-8-ghz-desktop-processor-grey-black-gold%2FJXZRJ5ZZ8Q&intsrc=CATF_21610,Out of Stock,290.94
Intel Core i5-13600K43rd / 575,Intel,BX8071513600K,14.0,20.0,3.5,5100.0,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFP0222%26ignorebbr%3d1,In Stock,322.3
Intel Core i5-13600K43rd / 575,Intel,BX8071513600K,14.0,20.0,3.5,5100.0,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,Amazon.com,https://www.amazon.com/dp/B0BCDR9M33?tag=pangoly0b-20,In Stock,392.48
Intel Core i5-13600KF43rd / 575,Intel,BX8071513600KF,14.0,20.0,3.5,5100.0,LGA1700,125.0,24.0,10 nm,,No,Amazon.com,https://www.amazon.com/dp/B0BCF5CZ16?tag=pangoly0b-20,In Stock,229.99
Intel Core i5-13600KF43rd / 575,Intel,BX8071513600KF,14.0,20.0,3.5,5100.0,LGA1700,125.0,24.0,10 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFP3560%26ignorebbr%3d1,In Stock,270.19
Intel Core i5-1440068th / 575,Intel,BX8071514400,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 730,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1802185-REG/intel_bx8071514400_ic_i5_14400_desktop_processor10.html/BI/21936/KBID/28297,Out of Stock,176.0
Intel Core i5-1440068th / 575,Intel,BX8071514400,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 730,Yes,Amazon.com,https://www.amazon.com/dp/B0CQ1M1YXM?tag=pangoly0b-20,In Stock,241.9
Intel Core i5-1440068th / 575,Intel,BX8071514400,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 730,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118480%26ignorebbr%3d1,Out of Stock,264.99
Intel Core i5-14400F68th / 575,Intel,BX8071514400F,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1802186-REG/intel_bx8071514400f_ic_i5_14400f_desktop_processor10.html/BI/21936/KBID/28297,Out of Stock,135.99
Intel Core i5-14400F68th / 575,Intel,BX8071514400F,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPK9Y3664%26ignorebbr%3d1,Out of Stock,147.99
Intel Core i5-14400F68th / 575,Intel,BX8071514400F,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118489%26ignorebbr%3d1,Out of Stock,149.99
Intel Core i5-14400F68th / 575,Intel,BX8071514400F,10.0,16.0,4.7,4700.0,LGA1700,65.0,20.0,10 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0CQ1Y7KHV?tag=pangoly0b-20,In Stock,182.75
Intel Core i5-14500,Intel,BX8071514500,14.0,20.0,5.0,5000.0,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 770,Yes,Amazon.com,https://www.amazon.com/dp/B0CQ27H8VY?tag=pangoly0b-20,In Stock,257.99
Intel Core i5-14500,Intel,BX8071514500,14.0,20.0,5.0,5000.0,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 770,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAFJ8KDW4046%26ignorebbr%3d1,In Stock,268.75
Intel Core i5-14500,Intel,BX8071514500,14.0,20.0,5.0,5000.0,LGA1700,65.0,20.0,10 nm,Intel UHD Graphics 770,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1802187-REG/intel_bx8071514500_ic_i5_14500_desktop_processor14.html/BI/21936/KBID/28297,In Stock,270.0
Intel Core i5-14600K35th / 575,Intel,BX8071514600K,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA2W0K2D4419%26ignorebbr%3d1,Out of Stock,198.99
Intel Core i5-14600K35th / 575,Intel,BX8071514600K,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,Amazon.com,https://www.amazon.com/dp/B0CGJ9STNF?tag=pangoly0b-20,In Stock,209.97
Intel Core i5-14600K35th / 575,Intel,BX8071514600K,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118470%26ignorebbr%3d1,In Stock,209.99
Intel Core i5-14600K35th / 575,Intel,BX8071514600K,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1781465-REG/intel_bx8071514600k_core_i5_14600k_14_core_lga.html/BI/21936/KBID/28297,In Stock,219.99
Intel Core i5-14600K35th / 575,Intel,BX8071514600K,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,Intel UHD Graphics 770,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6560423&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i5-14600k-14th-gen-14-core-20-thread-4-0ghz-5-3ghz-turbo-socket-lga-1700-unlocked-desktop-processor-multi%2FJXZRJ55778&intsrc=CATF_21610,Out of Stock,259.99
Intel Core i5-14600KF35th / 575,Intel,BX8071514600KF,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GK6T2536%26ignorebbr%3d1,Out of Stock,189.99
Intel Core i5-14600KF35th / 575,Intel,BX8071514600KF,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118472%26ignorebbr%3d1,In Stock,199.99
Intel Core i5-14600KF35th / 575,Intel,BX8071514600KF,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,,No,Amazon.com,https://www.amazon.com/dp/B0CGJ4MLC8?tag=pangoly0b-20,Out of Stock,199.99
Intel Core i5-14600KF35th / 575,Intel,BX8071514600KF,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1781466-REG/intel_bx8071514600kf_core_i5_14600kf_14_core_lga.html/BI/21936/KBID/28297,In Stock,209.99
Intel Core i5-14600KF35th / 575,Intel,BX8071514600KF,14.0,20.0,3500.0,5.3,LGA1700,125.0,24.0,10 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11052893&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i5-14600kf-14th-gen-14-core-20-thread-4-0ghz-5-3ghz-turbo-socket-lga-1700-unlocked-desktop-processor-multi%2FJXZRJ557JX&intsrc=CATF_21610,Out of Stock,211.99
Intel Core i5-2400228th / 575,Intel,BX80623I52400,4.0,4.0,3100.0,3.1,LGA1155,95.0,6.0,32 nm,Intel HD Graphics 2000,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA1K6KB06198%26ignorebbr%3d1,In Stock,112.46
Intel Core i5-3330S OEM,Intel,CM8063701159804,8063701159804.0,4.0,2.7,3200.0,LGA1155,65.0,6.0,22 nm,Intel HD Graphics 2500,No,Amazon.com,https://www.amazon.com/dp/B00A98S57S?tag=pangoly0b-20,In Stock,149.95
Intel Core i5-3470,Intel,BX80637I53470,4.0,4.0,3200.0,3.6,LGA1155,77.0,6.0,22 nm,Intel HD Graphics 2500,Yes,Amazon.com,https://www.amazon.com/dp/B0087EVHVW?tag=pangoly0b-20,In Stock,64.78
Intel Core i5-3470,Intel,BX80637I53470,4.0,4.0,3200.0,3.6,LGA1155,77.0,6.0,22 nm,Intel HD Graphics 2500,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7394%26ignorebbr%3d1,In Stock,77.87
Intel Core i5-4440,Intel,BX80646I54440,4.0,4.0,3100.0,3300.0,LGA1150,84.0,6.0,22 nm,Intel HD Graphics 4600,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGTJK632267%26ignorebbr%3d1,Out of Stock,89.9
Intel Core i5-4460212th / 575,Intel,BX80646I54460,4.0,4.0,3200.0,3400.0,LGA1150,84.0,6.0,22 nm,Intel HD Graphics 4600,Yes,Amazon.com,https://www.amazon.com/dp/B00JIJUBAS?tag=pangoly0b-20,In Stock,64.04
Intel Core i5-4590214th / 575,Intel,BX80646I54590,4.0,4.0,3300.0,3700.0,LGA1150,84.0,6.0,22 nm,Intel HD Graphics 4600,Yes,Amazon.com,https://www.amazon.com/dp/B00J2LIFBY?tag=pangoly0b-20,In Stock,40.49
Intel Core i5-4690,Intel,BX80646I54690,4.0,4.0,3600.0,3900.0,LGA1150,84.0,6.0,22 nm,Intel HD Graphics 4600,Yes,Amazon.com,https://www.amazon.com/dp/B00JST2QEW?tag=pangoly0b-20,In Stock,52.0
Intel Core i5-4690,Intel,BX80646I54690,4.0,4.0,3600.0,3900.0,LGA1150,84.0,6.0,22 nm,Intel HD Graphics 4600,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7301%26ignorebbr%3d1,Out of Stock,111.0
Intel Core i5-4690K,Intel,BX80646I54690K,4.0,4.0,3500.0,3900.0,LGA1150,88.0,6.0,22 nm,Intel HD Graphics 4600,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS8127%26ignorebbr%3d1,In Stock,154.7
Intel Core i5-6400222nd / 575,Intel,BX80662I56400,4.0,4.0,2700.0,3300.0,LGA1151,65.0,6.0,14 nm,HD Graphics 530,Yes,Amazon.com,https://www.amazon.com/dp/B010T6CG7E?tag=pangoly0b-20,In Stock,49.0
Intel Core i5-6400222nd / 575,Intel,BX80662I56400,4.0,4.0,2700.0,3300.0,LGA1151,65.0,6.0,14 nm,HD Graphics 530,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBK64KJ08902%26ignorebbr%3d1,Out of Stock,98.0
Intel Core i5 6402P,Intel,BX80662I56402P,4.0,4.0,2800.0,3400.0,LGA1151,65.0,6.0,14 nm,Intel HD Graphics 510,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAAEEHUK9463%26ignorebbr%3d1,In Stock,142.0
Intel Core i5-650,Intel,BX80616I5650,2.0,4.0,3200.0,3.2,LGA1156,73.0,4.0,32 nm,Intel HD Graphics,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA7S6JP11268%26ignorebbr%3d1,Out of Stock,21.99
Intel Core i5-6500201st / 575,Intel,BX80662I56500,4.0,4.0,3200.0,3600.0,LGA1151,65.0,6.0,14 nm,HD Graphics 530,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7368%26ignorebbr%3d1,In Stock,93.0
Intel Core i5-6500201st / 575,Intel,BX80662I56500,4.0,4.0,3200.0,3600.0,LGA1151,65.0,6.0,14 nm,HD Graphics 530,Yes,Amazon.com,https://www.amazon.com/dp/B010T6CWI2?tag=pangoly0b-20,In Stock,97.17
Intel Core i5-6500 OEM,Intel,CM8066201920404,4.0,4.0,3200.0,3600.0,LGA1151,65.0,6.0,14 nm,Intel HD Graphics 530,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS6833%26ignorebbr%3d1,In Stock,84.5
Intel Core i5-6500TE OEM,Intel,CM8066201938000,4.0,4.0,3.3,3300.0,LGA1151,35.0,6.0,14 nm,Intel HD Graphics 510,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1428474-REG/intel_cm8066201938000_core_i5_6500te_quad_core_2_30.html/BI/21936/KBID/28297,Out of Stock,204.95
Intel Core i5-6500TE OEM,Intel,CM8066201938000,4.0,4.0,3.3,3300.0,LGA1151,35.0,6.0,14 nm,Intel HD Graphics 510,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGTJK632812%26ignorebbr%3d1,Out of Stock,319.5
Intel Core i5-6600188th / 575,Intel,BX80662I56600,4.0,4.0,3300.0,3900.0,LGA1151,65.0,6.0,14 nm,HD Graphics 530,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7364%26ignorebbr%3d1,Out of Stock,149.0
Intel Core i5-6600188th / 575,Intel,BX80662I56600,4.0,4.0,3300.0,3900.0,LGA1151,65.0,6.0,14 nm,HD Graphics 530,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1176281-REG/intel_bx80662i56600_6th_gen_i7_6600.html/BI/21936/KBID/28297,Out of Stock,306.63
Intel Core i5-6600K183rd / 575,Intel,BX80662I56600K,4.0,4.0,3500.0,3900.0,LGA1151,91.0,6.0,14 nm,HD Graphics 530,No,Amazon.com,https://www.amazon.com/dp/B012M8M7TY?tag=pangoly0b-20,In Stock,80.98
Intel Core i5-6600K183rd / 575,Intel,BX80662I56600K,4.0,4.0,3500.0,3900.0,LGA1151,91.0,6.0,14 nm,HD Graphics 530,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7911%26ignorebbr%3d1,In Stock,139.0
Intel Core i5-7400,Intel,BX80677I57400,4.0,4.0,3000.0,3500.0,LGA,65.0,6.0,14 nm,Intel HD Graphics 630,Yes,Amazon.com,https://www.amazon.com/dp/B01MSTDS3N?tag=pangoly0b-20,In Stock,80.99
Intel Core i5-7400,Intel,BX80677I57400,4.0,4.0,3000.0,3500.0,LGA,65.0,6.0,14 nm,Intel HD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7488%26ignorebbr%3d1,In Stock,135.0
Intel Core i5-7400 OEM,Intel,CM8067702867050,4.0,4.0,3.0,3500.0,H4,65.0,1.0,14 nm,Intel HD Graphics 630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIADRHJWB8550%26ignorebbr%3d1,In Stock,44.99
Intel Core i5-7400 OEM,Intel,CM8067702867050,4.0,4.0,3.0,3500.0,H4,65.0,1.0,14 nm,Intel HD Graphics 630,No,Amazon.com,https://www.amazon.com/dp/B01NAQHL1Q?tag=pangoly0b-20,In Stock,180.01
Intel Core i5-7400T,Intel,BX80677I57400T,4.0,4.0,2.4,3.0,LGA1151,35.0,6.0,14 nm,Intel HD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBDMTKBF0310%26ignorebbr%3d1,Out of Stock,49.0
Intel Core i5-7500,Intel,BX80677I57500,4.0,4.0,3400.0,3800.0,LGA,65.0,6.0,14 nm,Intel HD Graphics 630,Yes,Amazon.com,https://www.amazon.com/dp/B01MZZJ1P0?tag=pangoly0b-20,In Stock,73.8
Intel Core i5-7500,Intel,BX80677I57500,4.0,4.0,3400.0,3800.0,LGA,65.0,6.0,14 nm,Intel HD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7399%26ignorebbr%3d1,In Stock,107.0
Intel Core i5-7500T OEM,Intel,CM8067702868115,4.0,4.0,2700.0,3300.0,LGA1151,35.0,6.0,14 nm,Intel HD Graphics 630,No,Amazon.com,https://www.amazon.com/dp/B079QLSP4L?tag=pangoly0b-20,In Stock,199.95
Intel Core i5-760236th / 575,Intel,BX80605i5760,4.0,4.0,2800.0,2.8,LGA1156,95.0,8.0,45 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGTJK632367%26ignorebbr%3d1,Out of Stock,254.5
Intel Core i5-7600,Intel,BX80677I57600,4.0,4.0,3500.0,4100.0,LGA,65.0,6.0,14 nm,Intel HD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7405%26ignorebbr%3d1,Out of Stock,181.73
Intel Core i5-7600K163rd / 575,Intel,BX80677I57600K,4.0,4.0,3800.0,4200.0,LGA,91.0,6.0,14 nm,Intel HD Graphics 630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7355%26ignorebbr%3d1,In Stock,189.0
Intel Core i5-7600K OEM,Intel,CM8067702868219,4.0,4.0,3800.0,4200.0,LGA1151,91.0,6.0,14 nm,Intel HD Graphics 630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAM8PDCV8459%26ignorebbr%3d1,Out of Stock,97.0
Intel Core i5-7600T,Intel,BX80677I57600T,4.0,4.0,8.0,70.0,LGA1151,35.0,6.0,14 nm,Intel HD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAH59J5V5195%26ignorebbr%3d1,Out of Stock,52.0
Intel Core i5-7640x OEM,Intel,CM8067702868730,4.0,4.0,4000.0,4200.0,LGA,112.0,6.0,14 nm,,No,Amazon.com,https://www.amazon.com/dp/B073VMQH6K?tag=pangoly0b-20,In Stock,217.4
Intel Core i5-8400 OEM,Intel,CM8068403358811,6.0,6.0,2800.0,4000.0,LGA1151,65.0,9.0,14 nm,Intel UHD Graphics 630,No,Amazon.com,https://www.amazon.com/dp/B0793BYYFV?tag=pangoly0b-20,In Stock,198.95
Intel Core i5-8400 OEM,Intel,CM8068403358811,6.0,6.0,2800.0,4000.0,LGA1151,65.0,9.0,14 nm,Intel UHD Graphics 630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA0ZXKNH6822%26ignorebbr%3d1,In Stock,241.59
Intel Core i5-8500 OEM,Intel,CM8068403362607,6.0,6.0,3000.0,4100.0,LGA1151,65.0,9.0,14 nm,Intel UHD Graphics 630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAAEEG236039%26ignorebbr%3d1,In Stock,350.0
Intel Core i5-8600K OEM,Intel,CM8068403358508,6.0,6.0,3600.0,4300.0,LGA1151,95.0,9.0,14 nm,Intel UHD Graphics 630,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAAEEJGU6478%26ignorebbr%3d1,Out of Stock,290.0
Intel Core i5-9400,Intel,BX80684I59400,6.0,6.0,2900.0,90.0,LGA1151,65.0,9.0,14 nm,Intel UHD Graphics 630,Yes,Amazon.com,https://www.amazon.com/dp/B07MGZ9FJZ?tag=pangoly0b-20,In Stock,97.99
Intel Core i5-9400F166th / 575,Intel,BX80684I59400F,6.0,6.0,2900.0,2.9,LGA1151,65.0,9.0,14 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B07MRCGQQ4?tag=pangoly0b-20,In Stock,109.99
Intel Core i5-9400F166th / 575,Intel,BX80684I59400F,6.0,6.0,2900.0,2.9,LGA1151,65.0,9.0,14 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7334%26ignorebbr%3d1,In Stock,159.0
